JVET number,MPEG number,Created,First upload,Last upload,Title,Source,Download Link,Type
JVET-Q0776,m52780,2020-01-10 20:29:15,2020-01-17 09:58:09,2020-01-17 09:58:09,Crosscheck of JVET-Q0434 (Pre-Sample Adaptive Offset Filter),"A. M.  Kotra, S.  Ikonin, E. Alshina (Huawei)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0776-v1.zip,3
JVET-Q0777,m52781,2020-01-10 20:33:12,2020-01-11 20:20:27,2020-01-13 16:03:58,Crosscheck of JVET-Q0351 (Non-CE: Report on experimental result for fixing BDPCM Chroma mismatch),"J. Gan, C. Rosewarne (Canon)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0777-v2.zip,3
JVET-Q0778,m52790,2020-01-11 08:09:59,2020-01-11 14:43:19,2020-01-11 14:43:19,BoG Report on CE5 informal viewing session,M. Wien (RWTH),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0778-v1.zip,0
JVET-Q0779,m52791,2020-01-11 08:38:30,2020-01-16 18:25:34,2020-01-16 18:25:34,"Crosscheck of JVET-Q0516 ""MTS signaling based on last significant coefficient position""",G. Li (Tencent),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0779-v1.zip,3
JVET-Q0780,m52793,2020-01-11 11:08:08,2020-01-11 11:09:32,2020-01-13 10:36:51,BoG Report on CE5 Related Contributions,"A. Segall, C.-Y. Chen",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0780-v2.zip,0
JVET-Q0781,m52795,2020-01-11 12:35:18,2020-01-11 12:48:29,2020-01-11 12:48:29,AHG 9: On conditioning the presence of inter-/intra- related syntax elements in PH,"X. Xu, B. Choi, L. Li, X. Li, S. Wenger, S. Liu (Tencent), S. Paluri, Hendry, J. Zhao, S. Kim (LGE), Z. Deng, L. Zhang, Y.-K. Wang (ByteDance), M. Coban, V. Seregin, Y.-J. Chang, M. Karczewicz (Qualcomm), S.-T. Hsiang, Y.-W. Huang, S.-M. Lei (MediaTek), J. Samuelsson, S. Deshpande, A. Segall (Sharp)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0781-v1.zip,2
JVET-Q0782,m52800,2020-01-11 19:13:24,2020-01-11 19:36:02,2020-01-13 17:34:26,CE5-related: High level syntax modifications for CCALF (combination of JVET-Q0253 and JVET-Q0520),"A. M.  Kotra, S.  Esenlik, B.  Wang, H.  Gao, E.  Alshina (Huawei), Y.  Wang, L.  Zhang, K.  Zhang, W.  Zhu (Bytedance), O. Chubach, C.-Y. Chen, C.-Y. Lai, Y.-W. Huang (MediaTek), N. Hu, V. Seregin, M. Karczewicz (Qualcomm), F. Chen, L. Xu, L. Wang (Hikvision), X.W. Meng (PKU), X. Zheng (DJI)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0782-v3.zip,1
JVET-Q0784,m52803,2020-01-12 01:00:05,2020-01-12 01:18:43,2020-01-15 14:43:37,"Combination of JVET-Q0106, JVET-0686 and JVET-Q0133 for LFNST Signaling, Latency Reduction and Scaling Process","H.E. Egilmez, A. Nalci, A.K. Ramasubramonian, M. Coban, V. Seregin, M. Karczewicz (Qualcomm), T. Hashimoto, T. Chujoh, E. Sasaki, T. Ikai (Sharp)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0784-v5.zip,0
JVET-Q0785,m52807,2020-01-12 03:20:42,2020-01-12 12:48:03,2020-01-15 17:06:26,CE3-related: Modification of chroma BDPCM,"M. Karczewicz, H. Wang, A. Nalci, M. Coban (Qualcomm), T. Tsukuba, M. Ikeda, Y. Yagasaki, T. Suzuki (Sony), H. Jang, J.Choi, S. Kim, J. Lim (LGE)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0785-v4.zip,1
JVET-Q0786,m52810,2020-01-12 09:28:08,2020-01-12 09:34:41,2020-01-13 11:29:48,AHG9: On PTL and HRD Parameters Signalling in VPS,"S. Deshpande (Sharp), Y.-K. Wang (Bytedance), V. Drugeon (Panasonic)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0786-v2.zip,2
JVET-Q0787,m52813,2020-01-12 13:31:25,2020-01-12 13:33:08,2020-01-13 10:09:33,AHG9: Subpicture location signalling bugfix,"K. Suehring (HHI), J. Li (Panasonic), Y.-K. Wang (Bytedance)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0787-v2.zip,2
JVET-Q0788,m52814,2020-01-12 14:16:47,2020-01-12 14:39:32,2020-01-12 14:39:32,AHG9: A joint solution of constraints on RPR,"K. Zhang, L. Zhang, Y.-K. Wang, H. Liu, J. Xu, Z. Deng (Bytedance), T.-D. Chuang, O. Chubach, C.-Y. Chen, C.-W. Hsu, L. Chen, Y.-W. Huang, S.-M. Lei (MediaTek), Y.-J. Chang, V. Seregin, M. Coban, M. Karczewicz (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0788-v1.zip,2
JVET-Q0789,m52816,2020-01-12 15:27:16,2020-01-12 15:31:43,2020-01-12 15:55:24,Crosscheck of JVET-Q0390 (Non-CE4: SbTMVP simplification),A. Aminlou (Nokia),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0789-v2.zip,3
JVET-Q0790,m52818,2020-01-12 16:22:32,2020-01-15 16:47:49,2020-01-15 16:47:49,Crosscheck of JVET-Q0785 (CE3-related: Modification of chroma BDPCM),T. Poirier (InterDigital),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0790-v1.zip,3
JVET-Q0791,m52819,2020-01-12 16:23:10,2020-01-12 16:54:38,2020-01-12 16:54:38,AHG4: Multiformat Berlin Test Sequences,"B. Bross, H. Kirchhoffer, C. Bartnik, M. Palkow, D. Marpe (HHI)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0791-v1.zip,2
JVET-Q0792,m52820,2020-01-12 21:43:21,2020-01-13 18:31:33,2020-01-15 11:37:40,Crosscheck of JVET-Q0785 (CE3-related: Modification of chroma BDPCM),H.-J. Jhu (Kwai Inc.),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0792-v2.zip,3
JVET-Q0793,m52825,2020-01-13 06:47:34,2020-01-13 10:45:50,2020-01-13 10:45:50,Crosscheck of JVET-Q0561 (CE3-related: Transquant bypass mode for lossless coding),Z.-Y. Lin (MediaTek),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0793-v1.zip,3
JVET-Q0794,m52826,2020-01-13 08:51:39,2020-01-13 08:57:30,2020-01-15 14:02:19,BoG report of contributions on inter prediction and motion vector coding,"H. Yang, R.-L. Liao",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0794-v3.zip,0
JVET-Q0795,m52830,2020-01-13 10:29:41,2020-01-13 13:00:53,2020-01-15 00:38:14,CC-ALF: Integrated Text for the Cross Component Adaptive Loop Filter,"K. Misra, F. Bossen, P. Cowan, A. Segall (Sharp Labs of America), N. Hu, J. Dong, V. Seregin, M. Karczewicz (Qualcomm), P. Onno, C. Gisquet, G. Laroche (Canon), J. Li, C.S. Lim, C.-W. Kuo (Panasonic), J. Nam, J. Choi, J. Lim, S. Kim (LGE), O. Chubach, C.-Y. Lai, C.-Y. Chen, T.-D. Chuang, Y.-W. Huang, S.-M. Lei (MediaTek), Z. Zhang, J. Ström, K. Andersson (Ericsson), A. M.  Kotra, S.  Esenlik, B.  Wang, H.  Gao, E.  Alshina (Huawei), Y.  Wang, L.  Zhang, K.  Zhang, W.  Zhu (Bytedance), F. Chen, L. Xu, L. Wang (Hikvision), X.W. Meng (PKU), X. Zheng (DJI), S.S. Wang, S.W. Ma (PKU), G. Li, X. Li, X. Xu, S. Liu (Tencent), J. Yao, L.-H. Xu, J.-Q. Zhu, K. Kazui (Fujitsu)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0795-v3.zip,0
JVET-Q0796,m52832,2020-01-13 10:59:40,2020-01-13 17:27:22,2020-01-13 17:27:22,Crosscheck of JVET-Q0513 (AHG16: Clipping residual samples for ACT),T. Tsukuba (Sony),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0796-v1.zip,3
JVET-Q0797,m52833,2020-01-13 11:19:34,2020-01-13 11:21:55,2020-01-13 11:21:55,Crosscheck of JVET-Q0470 (Conditional signaling of SAO),A. Robert (InterDigital),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0797-v1.zip,3
JVET-Q0798,m52834,2020-01-13 13:44:42,2020-01-15 19:26:25,2020-01-16 17:43:41,SPS level control over the number of merge candidates,"L. Li, X. Li, S. Liu (Tencent), Y.-J. Chang, W.-J. Chien, V. Seregin, M. Coban, M. Karczewicz (Qualcomm), S.  Esenlik, H. Gao, A. M. Kotra, B. Wang, H. Chen, H. Yang, A. Filippov, E. Alshina (Huawei), C.-W. Hsu, Y.-W. Huang, S.-M. Lei (MediaTek),",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0798-v4.zip,0
JVET-Q0799,m52835,2020-01-13 14:33:23,2020-01-13 14:42:07,2020-01-16 15:49:38,AHG5/AHG9: Suggested HLS conformance testing for versatile video coding,"K. Kawamura (KDDI), J. Boyce, I. Moccagatta (Intel)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0799-v5.zip,2
JVET-Q0800,m52836,2020-01-13 15:10:44,2020-01-16 11:45:04,2020-01-16 11:45:04,Crosscheck of JVET-Q0601 (Non-CE4: Extension of JVET-P0325),R.-L. Liao (Alibaba),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0800-v1.zip,3
JVET-Q0801,m52837,2020-01-13 15:11:12,2020-01-13 15:58:04,2020-01-15 15:04:42,CE2/CE3-related : Lossless coding for palette coding,"S. Yoo, J. Choi, J. Lim, S. Kim (LGE)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0801-v2.zip,1
JVET-Q0802,m52839,2020-01-13 16:57:39,2020-01-17 09:36:55,2020-02-04 17:18:49,Crosscheck of JVET-Q0524 Non-CE4: DC balancing in DMVR,D. Liu (Ericsson),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0802-v2.zip,3
JVET-Q0803,m52842,2020-01-13 18:47:01,2020-01-14 12:34:59,2020-01-14 12:34:59,Non-CE5: Crosscheck of JVET-Q0296 (Adaptive precision for CCALF coefficients ),T. Ji (Sharp Labs),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0803-v1.zip,1
JVET-Q0804,m52843,2020-01-13 18:48:05,2020-01-14 12:35:25,2020-01-14 12:35:25,Non-CE5: Crosscheck of JVET-Q0304 (Non-CE5: Non-Linear Cross Component Adaptive Loop Filter ),T. Ji (Sharp Labs),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0804-v1.zip,1
JVET-Q0805,m52844,2020-01-13 18:48:39,2020-01-14 12:35:47,2020-01-14 12:35:47,Non-CE5: Crosscheck of JVET-Q0559 (CCALF COEFFICIENT DERIVATION USING COMBINED NEIGHBORS),T. Ji (Sharp Labs),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0805-v1.zip,1
JVET-Q0806,m52845,2020-01-13 20:13:20,2020-01-13 23:06:31,2020-01-16 15:30:10,Integrated Text for GEO,"H. Gao, S. Esenlik, E. Alshina, A. M. Kotra, B. Wang (Huawei), R.-L. Liao, J. Chen, Y. Ye, J. Luo (Alibaba), K. Reuzé, C.-C. Chen, H. Huang, W.-J. Chien, V. Seregin (Qualcomm), Z. Deng, L. Zhang, H. Liu, K. Zhang, Y. Wang(Bytedance), J. Li, C. S. Lim (Panasonic), Y.-L. Hsiao, C.-C. Chen, C.-W. Hsu, Y.-W. Huang, S.-M. Lei (MediaTek), L.-F. Chen, X. Li, G. Li, S. Liu (Tencent), L. P. Van, G. Van der Auwera, A. K. Ramasubramonian, H. Huang, W.-J. Chien, M. Karczewicz (Qualcomm), M. Bläser, J. Sauer (RWTH Aachen), H. Chen, H. Yang (Huawei)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0806-v4.zip,0
JVET-Q0808,m52847,2020-01-13 23:37:44,2020-01-14 05:33:17,2020-01-15 14:12:11,QP offsets for adaptive color transform,"H.  Huang, W.-J. Chien, Y.-H. Chao, A.K. Ramasubramonian, C.-C. Chen, V. Seregin, T. Hsieh, G. Van der Auwera, M. Karczewicz (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0808-v3.zip,0
JVET-Q0809,m52850,2020-01-14 07:11:07,2020-01-14 11:14:08,2020-01-14 11:14:08,Crosscheck of JVET-Q0138 (Separate transform skip checking of Luma and Chroma for LFNST index signalling),"Y. Kidani, K. Kawamura, K. Unno, S. Naito (KDDI)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0809-v1.zip,3
JVET-Q0810,m52851,2020-01-14 07:11:56,2020-01-14 12:01:06,2020-01-14 12:01:06,Crosscheck of JVET-Q0366 (Simplification of interpolation filtering for intra prediction),"Y. Kidani, K. Kawamura, K. Unno, S. Naito (KDDI)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0810-v1.zip,3
JVET-Q0811,m52852,2020-01-14 07:12:14,2020-01-16 01:21:07,2020-01-16 01:21:07,Crosscheck of JVET-Q0524 (Non-CE4: DC balancing in DMVR),"Y. Kidani, K. Kawamura, K. Unno, S. Naito (KDDI)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0811-v1.zip,3
JVET-Q0812,m52855,2020-01-14 09:53:55,2020-01-16 15:19:54,2020-01-16 15:19:54,Crosscheck of JVET-Q0801 (CE2/CE3-related : Lossless coding for palette coding),H.-J. Jhu (Kwai Inc.),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0812-v1.zip,3
JVET-Q0813,m52863,2020-01-14 16:01:42,2020-01-14 16:03:36,2020-01-14 16:03:36,Crosscheck of JVET-Q0110 (On Intra Prediction Mode and Chroma BDPCM),T. Tsukuba (Sony),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0813-v1.zip,3
JVET-Q0814,m52864,2020-01-14 16:26:52,2020-01-14 16:33:37,2020-01-15 23:14:44,AHG8/AHG9: DPB structure and picture output,"V. Seregin, A. K. Ramasubramonian, M. Coban, M. Karczewicz (Qualcomm), Hendry (LGE), Y.-K. Wang (Bytedance)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0814-v2.zip,2
JVET-Q0815,m52865,2020-01-14 16:36:59,2020-01-14 18:45:07,2020-01-14 18:45:07,BoG on ACT,"L. Zhang, X. Xiu",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0815-v1.zip,0
JVET-Q0816,m52866,2020-01-14 18:26:05,2020-01-14 20:38:27,2020-01-14 20:38:27,AHG12: On subpicture signalling when there is only one subpicture,"Hendry, S. Paluri (LGE), L. Chen, C.-W. Hsu, Y.-W. Huang, S.-M. Lei (MediaTek), J. Chen, R.-L. Liao, Y. Ye, J. Luo (Alibaba group)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0816-v1.zip,2
JVET-Q0817,m52867,2020-01-14 18:30:01,2020-01-14 20:39:03,2020-01-16 16:45:06,AHG12: On single_slice_per_subpic_flag constraint,"Hendry, S. Paluri (LGE), L. Chen, C.-C. Chen, C.-W. Hsu, Y.-L. Hsiao, Y.-W. Huang, S.-M. Lei (MediaTek)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0817-v2.zip,2
JVET-Q0818,m52872,2020-01-15 11:40:58,2020-01-15 12:02:13,2020-01-15 12:02:13,Moving the frame-field information SEI message to the SEI specification,"V. Drugeon (Panasonic), Y.-K. Wang (Bytedance)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0818-v1.zip,0
JVET-Q0819,m52874,2020-01-15 13:22:13,2020-01-15 14:22:25,2020-01-15 14:22:25,AHG2: Editorial input of integrated text of PH changes,Y.-K. Wang (Bytedance),https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0819-v1.zip,2
JVET-Q0820,m52881,2020-01-15 15:59:46,2020-01-16 00:43:58,2020-01-16 18:40:44,ACT: common text for bug fixes and transform change,"P. de Lagrange (InterDigital), W. Zhu (ByteDance), R. Sjöberg (Ericsson), K. Unno (KDDI), X. Xiu (Kwai), J. Zhao (LGE), H. Huang (Qualcomm), T. Tsukuba, K. Kondo (Sony), J. Jung (WILUS)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0820-v3.zip,0
JVET-Q0821,m52882,2020-01-15 16:47:54,2020-01-15 16:49:11,2020-01-15 16:49:11,Cross-check of JVET-Q0496 (AHG16: On motion shift derivation of SbTMVP),"H. Sun, C.-W. Kuo (Panasonic)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0821-v1.zip,3
JVET-Q0822,m52884,2020-01-15 17:45:59,2020-01-15 19:29:18,2020-01-17 07:50:10,Reference picture resampling functionality confirmation test,"J. Luo (Alibaba), V. Seregin (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0822-v2.zip,1
JVET-Q0823,m52891,2020-01-16 09:20:30,2020-01-16 09:22:59,2020-01-16 09:22:59,Suggested common test conditions and software reference configurations for extended colour formats,"X. Xu, Y.-H. Chao, Y.-C. Sun, J. Xu",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0823-v1.zip,0
JVET-Q0824,m52892,2020-01-16 13:22:56,2020-01-16 15:13:37,2020-01-16 15:13:37,Suggested Common Test Conditions and Reference Software Configurations for Lossless and Mixed Lossy/Lossless Applications,"T. Nguyen, T.-C. Ma, A. Nalci",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0824-v1.zip,0
JVET-Q0825,m52894,2020-01-16 15:39:55,2020-01-16 15:46:29,2020-01-16 15:46:29,Cross-check of JVET-Q0187 Method 1.2 and Method 2.2 (CE3-related: Rice parameter derivation in residual coding),"J. Choi, J. Lim (LGE)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0825-v1.zip,3
JVET-Q0826,m52898,2020-01-16 20:21:35,2020-01-16 20:40:14,2020-01-17 16:38:25,Suggested content for summary information on BD-rate experiment evaluation practices,"J. Ström, K. Andersson, R. Sjöberg (Ericsson), F. Bossen, A. Segall (Sharp Labs), G. J. Sullivan (Microsoft), J.-R. Ohm (RWTH Aachen Univ.)",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q0826-v3.zip,0
JVET-Q2000,m52904,2020-01-17 17:46:57,2020-04-15 06:32:21,2020-04-18 12:00:29,"Meeting Report of the 17th JVET Meeting (Brussels, BE, 7–17 January 2020)","G. J. Sullivan, J.-R. Ohm",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q2000-v2.zip,1
JVET-Q2001,m52905,2020-01-17 17:48:34,2020-01-18 10:17:07,2020-03-12 18:32:13,Versatile Video Coding (Draft 8),"B. Bross, J. Chen, S. Liu, Y.-K. Wang",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q2001-v15.zip,0
JVET-Q2002,m52906,2020-01-17 17:49:45,2020-01-21 22:53:53,2020-03-24 17:45:03,Algorithm description for Versatile Video Coding and Test Model 8 (VTM 8),"J. Chen, Y. Ye, S. Kim",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q2002-v3.zip,0
JVET-Q2004,m52907,2020-01-17 17:50:47,2020-03-06 05:41:53,2020-03-06 05:41:53,Algorithm descriptions of projection format conversion and video quality metrics in 360Lib (Version 10),"Y. Ye, J. Boyce",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q2004-v1.zip,0
JVET-Q2005,m52908,2020-01-17 17:51:51,2020-02-15 01:53:51,2020-02-15 01:53:51,Methodology and reporting template for coding tool testing,"W.-J. Chen, J. Boyce",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q2005-v1.zip,0
JVET-Q2007,m52909,2020-01-17 17:53:17,2020-01-19 12:10:06,2020-03-18 18:27:24,Supplemental enhancement information messages for coded video bitstreams (Draft 3),"J. Boyce, V. Drugeon, G. J. Sullivan, Y.-K. Wang",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q2007-v6.zip,0
JVET-Q2008,m52910,2020-01-17 17:55:07,2020-03-04 19:15:00,2020-03-04 19:15:02,Conformance testing for versatile video coding (Draft 2),"J. Boyce, E. Alshina, K. Kawamura, S. McCarthy, I. Moccagatta, W. Wan",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q2008-v2.zip,1
JVET-Q2009,m52911,2020-01-17 17:55:55,2020-02-28 21:20:31,2020-02-28 21:20:31,Preliminary plan for VVC verification testing (Draft 1),"M. Wien, V. Baroncini",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q2009-v1.zip,0
JVET-Q2013,m52912,2020-01-17 17:57:31,2020-03-02 23:06:38,2020-04-02 03:25:46,JVET common test conditions and software reference configurations for non-4:2:0 colour formats,"Y.-H. Chao, Y.-C. Sun, J. Xu, X. Xu",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q2013-v6.zip,0
JVET-Q2014,m52913,2020-01-17 17:58:41,2020-02-24 16:37:04,2020-04-09 19:08:18,"JVET common test conditions and software reference configurations for lossless, near lossless, and mixed lossy/lossless coding","T.-C. Ma, A. Nalci, T. Nguyen",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q2014-v5.zip,0
JVET-Q2015,m52914,2020-01-17 17:59:36,2020-03-04 20:57:05,2020-03-05 02:14:07,JVET functionality confirmation test conditions for reference picture resampling,"J. Luo, V. Sergin",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q2015-v2.zip,0
JVET-Q2016,m52903,2020-01-17 15:51:20,2020-01-17 15:51:47,2020-02-14 01:04:02,Summary information on BD-rate experiment evaluation practices,"K. Andersson, F. Bossen, J.-R. Ohm, A. Segall, R. Sjöberg, J. Ström, G. J. Sullivan",https://jvet-experts.org/doc_end_user/documents/17_Brussels/wg11/JVET-Q2016-v4.zip,0
JVET-R0001,m53746,2020-04-10 21:16:45,2020-04-15 11:04:44,2020-04-17 22:31:09,JVET AHG report: Project management (AHG1),"J.-R. Ohm, G. J. Sullivan",https://jvet-experts.org/doc_end_user/documents/18_Alpbach/wg11/JVET-R0001-v2.zip,0
JVET-R0002,m53747,2020-04-10 21:18:29,2020-04-17 07:47:24,2020-04-17 07:47:24,JVET AHG report: Draft text and test model algorithm description editing (AHG2),"B. Bross, J. Chen, J. Boyce, S. Kim, S. Liu, Y.-K. Wang, Y. Ye",https://jvet-experts.org/doc_end_user/documents/18_Alpbach/wg11/JVET-R0002-v1.zip,0
JVET-R0003,m53748,2020-04-10 21:19:18,2020-04-17 06:57:25,2020-04-17 06:57:25,JVET AHG report: Test model software development (AHG3),"F. Bossen, X. Li, K. Sühring",https://jvet-experts.org/doc_end_user/documents/18_Alpbach/wg11/JVET-R0003-v1.zip,0
JVET-R0004,m53730,2020-04-10 03:51:08,2020-04-15 07:11:43,2020-04-17 08:44:47,JVET AHG report: Test material and visual assessment (AHG4),"V. Baroncini, T. Suzuki, M. Wien, R. Chernyak, A. Norkin",https://jvet-experts.org/doc_end_user/documents/18_Alpbach/wg11/JVET-R0004-v3.zip,0
JVET-R0005,m53729,2020-04-10 03:06:49,2020-04-14 18:47:00,2020-04-17 07:28:10,JVET AHG report: Conformance testing (AHG5),"J. Boyce, E. Alshina, K. Kawamura, I. Moccagatta, S. McCarthy, K. Suehring, W. Wan",https://jvet-experts.org/doc_end_user/documents/18_Alpbach/wg11/JVET-R0005-v2.zip,0
JVET-R0006,m53750,2020-04-10 21:23:09,2020-04-14 20:23:34,2020-04-14 20:23:34,"JVET AHG report: 360° video coding tools, software and test conditions (AHG6)","J. Boyce, Y. He, K. Choi, J.-L. Lin, Y. Ye",https://jvet-experts.org/doc_end_user/documents/18_Alpbach/wg11/JVET-R0006-v1.zip,0
JVET-R0007,m53751,2020-04-10 21:24:19,2020-04-17 01:01:44,2020-04-17 01:01:44,JVET AHG report: Coding of HDR/WCG material (AHG7),"A. Segall, E. François, W. Husak, S. Iwamura, D. Rusanovskyy",https://jvet-experts.org/doc_end_user/documents/18_Alpbach/wg11/JVET-R0007-v1.zip,0
JVET-R0008,m53752,2020-04-10 21:26:57,2020-04-15 07:18:14,2020-04-15 07:39:07,JVET AHG report: Layered coding and resolution adaptivity (AHG8),"S. Wenger, A. Segall, M. M. Hannuksela, Hendry, S. McCarthy, Y.-C. Sun, P. Topiwala, M. Zhou",https://jvet-experts.org/doc_end_user/documents/18_Alpbach/wg11/JVET-R0008-v2.zip,0
JVET-R0009,m53753,2020-04-10 21:30:03,2020-04-15 07:00:10,2020-04-15 07:00:10,JVET AHG report: High-level syntax (AHG9),"R. Sjöberg, J. Boyce, B. Choi, S. Deshpande, M. M. Hannuksela, R. Skupin, A. Tourapis, Y.-K. Wang, W. Wan, P. Wu",https://jvet-experts.org/doc_end_user/documents/18_Alpbach/wg11/JVET-R0009-v1.zip,0
